,B2,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,bad,complete,subject_a,role_a,donation_a,donate_a,role_p,subject_p,donation_p,donate_p,age_a,gender_a,race_a,edu_a,marital_a,employment_a,income_a,religion_a,ideology_a,pt_overall_a,pt_competence1_a,pt_competence2_a,pt_competence3_a,pt_competence4_a,pt_warmth1_a,pt_warmth2_a,pt_warmth3_a,pt_warmth4_a,pt_engagement_a,pt_as1_a,pt_as2_a,pt_as3_a,pt_as4_a,pt_defensive1_a,pt_defensive2_a,pt_defensive3_a,pt_defensive4_a,pt_defensive5_a,angry_a,guilty_a,enthusiastic_a,proud_a,inspired_a,ashamed_a,moral1_a,moral2_a,moral3_a,age_p,gender_p,race_p,edu_p,marital_p,employment_p,income_p,religion_p,ideology_p,pt_overall_p,pt_competence1_p,pt_competence2_p,pt_competence3_p,pt_competence4_p,pt_warmth1_p,pt_warmth2_p,pt_warmth3_p,pt_warmth4_p,pt_engagement_p,pt_as1_p,pt_as2_p,pt_as3_p,pt_as4_p,pt_defensive1_p,pt_defensive2_p,pt_defensive3_p,pt_defensive4_p,pt_defensive5_p,angry_p,guilty_p,enthusiastic_p,proud_p,inspired_p,ashamed_p,moral1_p,moral2_p,moral3_p,bf_extrovert1_a,bf_extrovert2_a,bf_extrovert3_a,bf_extrovert4_a,bf_extrovert5_a,bf_agreeable1_a,bf_agreeable2_a,bf_agreeable3_a,bf_agreeable4_a,bf_agreeable5_a,bf_conscientious1_a,bf_conscientious2_a,bf_conscientious3_a,bf_conscientious4_a,bf_conscientious5_a,bf_neurotic1_a,bf_neurotic2_a,bf_neurotic3_a,bf_neurotic4_a,bf_neurotic5_a,bf_open1_a,bf_open2_a,bf_open3_a,bf_open4_a,bf_open5_a,mf_care1_a,mf_fair1_a,mf_loyalty1_a,mf_authority1_a,mf_purity1_a,mf_care2_a,mf_authority2_a,mf_care3_a,mf_fair2_a,mf_purity2_a,mf_free1_a,mf_care4_a,mf_fair3_a,mf_authority3_a,mf_unused_a,mf_fair4_a,mf_loyalty2_a,mf_authority4_a,mf_care5_a,mf_loyalty3_a,mf_authority5_a,mf_purity3_a,mf_free2_a,pv_conform_a,pv_tradition_a,pv_benevolence_a,pv_universalism_a,pv_self_direction_a,pv_stimulation_a,pv_hedonism_a,pv_achievement_a,pv_power_a,pv_security_a,ssi1_a,ssi3_a,ssi6_a,ssi8_a,ds_rational1_a,ds_rational2_a,ds_intuitive1_a,ds_intuitive2_a,bf_extrovert1_p,bf_extrovert2_p,bf_extrovert3_p,bf_extrovert4_p,bf_extrovert5_p,bf_agreeable1_p,bf_agreeable2_p,bf_agreeable3_p,bf_agreeable4_p,bf_agreeable5_p,bf_conscientious1_p,bf_conscientious2_p,bf_conscientious3_p,bf_conscientious4_p,bf_conscientious5_p,bf_neurotic1_p,bf_neurotic2_p,bf_neurotic3_p,bf_neurotic4_p,bf_neurotic5_p,bf_open1_p,bf_open2_p,bf_open3_p,bf_open4_p,bf_open5_p,mf_care1_p,mf_fair1_p,mf_loyalty1_p,mf_authority1_p,mf_purity1_p,mf_care2_p,mf_authority2_p,mf_care3_p,mf_fair2_p,mf_purity2_p,mf_free1_p,mf_care4_p,mf_fair3_p,mf_authority3_p,mf_unused_p,mf_fair4_p,mf_loyalty2_p,mf_authority4_p,mf_care5_p,mf_loyalty3_p,mf_authority5_p,mf_purity3_p,mf_free2_p,pv_conform_p,pv_tradition_p,pv_benevolence_p,pv_universalism_p,pv_self_direction_p,pv_stimulation_p,pv_hedonism_p,pv_achievement_p,pv_power_p,pv_security_p,ssi1_p,ssi3_p,ssi6_p,ssi8_p,ds_rational1_p,ds_rational2_p,ds_intuitive1_p,ds_intuitive2_p,bf_agreeable_a,bf_agreeable_p,bf_extrovert_a,bf_extrovert_p,bf_neurotic_a,bf_neurotic_p,bf_open_a,bf_open_p,bf_conscientious_a,bf_conscientious_p,pt_competence_a,pt_competence_p,pt_warmth_a,pt_warmth_p,pt_as_a,pt_as_p,pt_defensive_a,pt_defensive_p,E2_a,L1_a,L3_a,P1_a,TF_a,other_a,A1_p,A3_p,A5_p,A6_p,A11_p,A12_p,A16_p,A17_p,A18_p,A19_p,visit_a,trial_a,visit_p,trial_p
383,20180828-161149_939,other,emo,emo,cre,log,other,cre,pro,log,log,0,1,A1TXCO12MCTP8P,0,0.3,1,1,A1T6TPNU64ZH9F,0.3,1,53,Female,White/Caucasian,6,Married,A homemaker,12,Roman Catholic,3,5,5,5,5,5,5,5,5,5,5,4,3,4,4,1,1,1,1,3,1,1,5,2,4,1,5,5,5,50,Male,Asian/Asian American,4,Married,Employed for wages,8,Protestant (Baptist Methodist Non-denominational etc.),2,5,5,5,4,5,5,5,5,5,5,5,4,4,4,2,1,1,1,5,1,1,5,3,4,1,4,4,4,5,5,4.5,1,2.5,5,4.5,5,3,1,4.5,4.5,5,1,1,4,2,2,1,2,4,4,4.5,5,1,5,5,3,4,5,6,3.5,6,6,3,4,6,5.5,5,6,5,2,1,3,2,4,1.5,5,4,2,5,5.5,6,3.5,4.5,3.5,3.5,5,1,2,5,4,5,5,2.5,2,3.909090909,3.272727273,2.090909091,2.181818182,3.636363636,4.090909091,5,4.272727273,1.363636364,1.181818182,4.272727273,4.181818182,4.181818182,1,1,4,1,1.181818182,1,1,4.909090909,4,3,4.363636364,1.909090909,5.272727273,4.818181818,4,4.090909091,4.181818182,5,4,5.090909091,4.363636364,4.363636364,4.818181818,5,4.090909091,4.545454545,4.454545455,4.090909091,3,4,3.909090909,3.090909091,4.090909091,4,4.090909091,4.454545455,3.818181818,4.363636364,3.909090909,4,2.727272727,2.181818182,2.545454545,2.181818182,3.727272727,2,2.909090909,5,4,4.272727273,4.272727273,1.272727273,1.363636364,10.5,10.81818182,11,3.454545455,3,0.181818182,16.5,14.36363636,12,10.63636364,20,19,20,20,15,17,7,10,2,2,3,1,0,2,1,5,0,0,0,0,3,0,0,1,1,1,6,3
385,20180828-161943_26,other,other,cre,emo,emo,emo,other,emo,other,task,0,1,A3TGO6I43FNUSR,0,0,0,1,A1MCFLAQ4MOVBZ,1.54,1,36,Female,White/Caucasian,4,Never been married,Employed for wages,10,Other,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,2,2,2,2,3,1,2,2,1,1,2,1,1,1,22,Male,White/Caucasian,4,Never been married,Employed for wages,5,Agnostic,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,5,5,5,1,5,5,5,4,4,4,2,4,4,3,3,3,3,4,4,4,4,1,3,3,4,2,2,4,4,4,2,4,3,5,1,1,2,3,1,5,6,2,2,3,6,3,6,5,1,2,4,3,3,1,4,2,4,5,6,5,4,4,5,4,4,2,4,4,2,4,4,2,2,5,5,4,1.5,2.5,5,4.5,4.5,1,1,5,5,5,1,2,4,4.5,2.5,1,1,4,4.5,4,4,1.5,6,6,5,6,6,6,4.5,6,6,1,6,6,6,6,6,6,6,1,6,4.5,6,6,6,6,3,6,6,6,6,5.5,6,6,6,2.5,2.5,5,3.5,5,5,2,2,4,12,6,10,8,5,10,15,7,12,12,20,15,20,16,20,11,9,4,1,0,0,1,4,1,1,0,0,0,0,5,1,0,2,1,1,2,1
386,20180828-162137_37,other,pro,emo,emo,emo,cre,other,other,other,emo,0,1,A1HYP4UIPUFSGF,0,0.5,1,1,A1FH0Y12VSXUMK,1,1,18,Female,White/Caucasian,2,Never been married,A student,12,Other,3,5,5,5,5,5,4,5,4,4,4,4,4,5,4,4,1,1,1,5,1,1,4,2,3,1,4,4,4,80,Male,White/Caucasian,3,Widowed,Retired,5,Roman Catholic,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,5,1,1,4,4,4,1,5,5,5,5,4,3,1,4,5,4,5,1,1,4,5,4,4,3,4,2,4,1,1,4,4,4,4,1,5,5,4,4,4,5,4,6,6,1,5,4,6,5,5,5,1,2,4,4,4,2,6,5,4,4,6,6,5,3,5,2,4,1,3,3,2,4,4,2,2,5,4.333333333,3,4,4,5,5,5,2.333333333,1,3.666666667,4,4,3,1.666666667,5,1,2.666666667,1,1,4,4,3.666666667,4.333333333,1.666666667,6,6,5,2.666666667,3.333333333,6,3.333333333,6,6,5,6,6,6,4,6,6,4.666666667,4,5,4,3,4,6,2,3.666666667,4.333333333,4.333333333,4,4,2.666666667,1.333333333,1.333333333,4.333333333,1.666666667,4.666666667,5,4.333333333,4,4,2,2,12,11.66666667,7,4.333333333,4,0.666666667,15,14.33333333,6,7,20,20,17,20,17,20,12,10,4,1,0,1,0,5,1,0,1,0,0,0,6,0,0,3,1,1,1,1
387,20180828-162550_253,other,cre,cre,cre,cre,cre,cre,log,log,other,0,1,ARFQ8FJRKCUZ6,0,0,0,1,AON59V5VZU2AK,1,1,72,Female,White/Caucasian,3,Widowed,Self-employed,4,Protestant (Baptist Methodist Non-denominational etc.),1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,1,1,1,4,1,1,4,4,4,1,3,3,4,54,Female,White/Caucasian,4,Widowed,Self-employed,5,Roman Catholic,2,5,4,4,4,4,3,5,3,4,4,4,4,4,4,1,2,2,2,4,1,1,3,3,3,1,4,4,3,5,5,1,3,5,5,5,5,1,1,4,3,3.5,2.5,1.5,4,2.5,4,1.5,2.5,3.5,4,4,4.5,2.5,5.5,5,5.5,5.5,5.5,6,4,5,5.5,4.5,4.5,6,6,6,6,5.5,2.5,5.5,3.5,3.5,6,4,4,6,6,5.5,5.5,5.5,5,2.5,5,4.5,6,1.5,4.5,5,3,5,3.5,3,2.5,5,5,3,1,4,4.5,5,5,1,1.5,5,5,5,1,1,3,2,4,1,2,4.5,5,4,4,2.5,4.5,5,5.5,4.5,6,5,3.5,6,6,5.5,3,5.5,5,6,6,4.5,5,5,4.5,3.5,6,3,5,4,3.5,5.5,4.5,5.5,5,3,2.5,4,5,1.5,3.5,5,2,4.5,5,3,2.5,13,12,3,8,6.5,6,13.5,15,6.5,13,20,16,20,15,16,16,8,11,0,6,3,0,0,2,0,3,2,1,0,0,2,2,0,1,1,1,1,1
389,20180828-163111_795,other,other,emo,other,cre,emo,emo,emo,cre,emo,0,1,A3L2VS3998R77L,0,0,0,1,A2H9FMJIC40XBI,1,1,56,Female,White/Caucasian,3,Separated,Employed for wages,5,Agnostic,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,1,1,1,1,4,1,1,4,2,5,1,5,5,5,42,Female,White/Caucasian,4,Divorced,Employed for wages,4,Protestant (Baptist Methodist Non-denominational etc.),3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,2,2,2,2,1,4,4,5,2,4,1,2,5,5,5,5,1,1,5,3,2,2,2,2,3,4,2,2,2,3,2,5,2,6,5,1,4,3,6,1,6,5,1,1,6,5,4,6,2,6,4,6,5,5,5,5,5,2,6,6,3,2,1,1,2,3,2,4,5,5,5,5,2,1,3,4,2.5,2,1.5,2.5,5,3.5,2,1,5,5,4,1,1,1,5,5,4.5,4.5,4.5,3,2.5,4.5,5,5.5,5.5,2,3.5,5,5,3,5,5,5,3,5.5,4.5,4,5,4.5,3,3.5,3,3,4,4,4.5,3.5,3.5,3.5,3.5,3,3.5,3.5,2.5,3.5,3,1.5,3,4,2,4,4,2.5,3.5,13,8,0,6,9,18,10,9.5,6,12,19,16,18,16,20,16,8,6,5,2,1,0,0,3,1,2,1,0,0,1,3,0,0,2,1,1,2,2
391,20180828-164559_390,other,other,other,emo,emo,other,pro,task,emo,other,0,1,A3WNUUT4S3JFS,0,0,0,1,A27N42X43L6EH1,0,0,46,Male,White/Caucasian,3,Married,Employed for wages,7,Roman Catholic,3,4,4,3,3,3,4,4,2,2,5,4,4,2,3,1,3,1,3,3,1,1,3,4,3,1,1,1,2,36,Female,White/Caucasian,2,Living with partner,Out of work and looking for work,2,Roman Catholic,1,4,5,5,5,5,5,5,4,4,4,5,4,5,5,1,2,2,1,5,1,1,5,5,5,1,5,5,5,3.333333333,3,2,4,4.333333333,3.333333333,3,3.333333333,3,3,5,5,4,1.666666667,1.666666667,4,1.666666667,2.666666667,1.333333333,2.666666667,3,3,1.666666667,2,3,3.333333333,3.666666667,4.666666667,3.666666667,4.666666667,5,3.333333333,5.666666667,5.666666667,1.333333333,4,4.333333333,5.333333333,5.666666667,5.333333333,4.333333333,4,4.666666667,2.333333333,2.666666667,6,3,4.333333333,5,4,4,4.666666667,4,4.666666667,4,4.666666667,4.333333333,5.333333333,1.666666667,4.333333333,5,3,4.333333333,4.333333333,3,3.333333333,4.666666667,4,3.333333333,5,5,4,5,4.333333333,2,1.333333333,5,5,5,1.333333333,1.333333333,4.333333333,3.333333333,5,2.666666667,2.333333333,4.333333333,5,5,5,1.333333333,6,6,3.333333333,6,6,5.666666667,4,6,5.333333333,6,5.333333333,5.666666667,5.666666667,6,6,5,6,4,6,3.666666667,6,4.666666667,6,5.666666667,5.666666667,6,6,6,6,5,6,4,6,1.333333333,3.666666667,4.666666667,3.333333333,5,5,4,4.333333333,3.666666667,10,8.88E-16,2,4.333333333,9,6.666666667,18,10.66666667,12.33333333,13,20,12,18,13,19,11,11,3,0,0,1,1,5,1,0,1,0,0,0,6,0,0,2,2,1,1,1
392,20180828-165639_960,other,other,other,other,other,cre,emo,task,task,other,0,1,A3QN9B9ZS1CWWM,0,0,0,1,AV3LN2EMUI4LG,0,0,39,Male,White/Caucasian,6,Married,Employed for wages,9,Roman Catholic,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,1,1,3,3,3,1,4,4,4,37,Male,Other,3,Never been married,Self-employed,2,Other,3,4,2,3,3,3,4,3,3,3,3,4,3,3,3,3,2,2,2,3,1,1,2,2,2,1,2,2,2,4.333333333,4,2,3.666666667,4,3.666666667,4,3.333333333,2.333333333,2,4,4.666666667,4,1.666666667,1.666666667,3.666666667,3,3.333333333,2,4,2,3.666666667,4,4,3.333333333,4.666666667,5,2.666666667,4,3,4.666666667,3.666666667,5.666666667,5.666666667,3,4.666666667,5,5.666666667,5,5.666666667,5,5.333333333,4.333333333,5.666666667,5,1.666666667,3.666666667,4.666666667,4,3.666666667,4,2,2.333333333,2,5,2,2.333333333,1.333333333,1.666666667,2.666666667,4,3.666666667,3.333333333,4,3.333333333,4,4,4,3,2.111111111,2.333333333,3.888888889,3.888888889,4,2,2.222222222,3.888888889,3,2.5,2,2.055555556,4,2,2,2,2,4,3.888888889,3.055555556,2.222222222,2.111111111,3.388888889,5.222222222,3,3.5,2.833333333,3.222222222,3,3.055555556,5.555555556,3,4.055555556,4.388888889,5.111111111,4.111111111,4.888888889,4.833333333,3.222222222,4.888888889,4,4.611111111,3.944444444,3.333333333,4.166666667,4,2.611111111,3.666666667,4.611111111,4.111111111,3.777777778,2.5,3.833333333,3.833333333,3.833333333,2.055555556,3.888888889,3.888888889,3.888888889,4,3.277777778,3,3.833333333,6.666666667,7.555555556,2.666666667,6.555555556,8.666666667,4,10.33333333,11.05555556,9.333333333,5.333333333,16,11,16,13,16,13,7,12,1,1,0,0,2,6,1,2,0,1,0,0,2,1,0,3,3,2,12,4
393,20180828-171020_885,other,other,emo,emo,emo,other,cre,log,log,emo,0,1,A9TV5YTO2VBW,0,0,0,1,AYYBMS4XQJ9AP,0,0,32,Male,White/Caucasian,3,Living with partner,Unable to work,10,Atheist,3,4,3,3,3,3,4,4,4,4,4,2,4,2,4,3,1,1,1,4,1,2,2,4,1,3,1,1,1,31,Female,White/Caucasian,3,Living with partner,A student,4,Buddhist,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,2,2,1,3,1,1,1,1,1,1,2,2,2,4.333333333,4,3.333333333,2,2,2.666666667,2,2,3.333333333,4,4.333333333,2.666666667,3.666666667,1.333333333,2,2,4.333333333,4.333333333,3,4.333333333,3,4,1.666666667,3.333333333,2,3,2,1.666666667,2.333333333,2,2,1.333333333,3.666666667,5,1,4,3,3.333333333,3.666666667,5.666666667,2.666666667,3.333333333,6,1,3.666666667,3,3.333333333,5.333333333,2,1.666666667,3.666666667,3,5.666666667,6,6,4,4.666666667,4.333333333,1,2.666666667,2,1,3.666666667,4,3.666666667,1.333333333,4,4,2,2,5,5,5,5,2,1,4,2,4,5,2,4,3,3,4,3,4,4,4,4,2,6,5,1,1,1,2,1,6,6,1,2,5,5,4,6,4,1,1,3,2,5,1,6,3,3,6,5,6,4,3,3,1,3,2,4,5,4,4,4,2,1,-0.666666667,12,7.666666667,3,14,9,10,14,7.333333333,3,12,16,16,16,12,15,10,12,5,1,3,0,0,3,2,1,0,0,0,0,6,1,0,1,2,1,1,1
396,20180828-180224_618,other,emo,other,other,cre,cre,cre,task,log,other,0,1,A1NDM9R54FJMPW,0,0.1,1,1,A2OATZCX1YXE77,0,0,28,Female,White/Caucasian,4,Married,Employed for wages,7,Protestant (Baptist Methodist Non-denominational etc.),2,4,3,3,4,3,3,3,4,3,4,4,4,3,3,2,3,3,2,4,1,1,2,2,3,1,4,3,3,37,Female,White/Caucasian,6,Married,Employed for wages,9,Agnostic,2,3,3,3,3,3,4,4,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,4,3,3,4,4,4,3,3,3,4,4,3,3,3,2,2,3,3,3,2,3,3,4,4,5,4,4,4,5,5,5,4,4,3,4,4,5,5,4,4,5,5,4,4,5,5,5,3,3,2,4,4,3,2,2,2,3,3,3,2,4,3,4,4,4,5,5,5,1,1.235294118,5,5,4.941176471,1,1,4.941176471,5,4.941176471,1.411764706,1,2.588235294,3.352941176,3.529411765,1.235294118,1.235294118,1,4.941176471,1,3.647058824,1.823529412,5,4.411764706,5,5,5,4.705882353,5,4.941176471,4.941176471,1.235294118,4.823529412,4.352941176,4.235294118,5.117647059,5.235294118,4.882352941,5,5,2.411764706,4.941176471,5.235294118,5,4.941176471,4.470588235,4.470588235,4.529411765,4.352941176,4.470588235,4.588235294,4.411764706,4.352941176,4.352941176,4.411764706,4,1.882352941,4.058823529,3.823529412,4,3.882352941,2,2,5,12.94117647,4,12.76470588,9,6.764705882,8,8.764705882,5,12.47058824,13,12,13,14,14,8,14,10,1,3,1,0,1,4,1,1,1,0,0,1,5,0,0,1,1,1,11,3
397,20180828-181506_747,other,other,other,other,cre,log,other,emo,task,other,0,1,A1A0WM0OJMOF7Z,0,0,0,1,A1VE6VNQJO0U88,1,1,21,Female,White/Caucasian,2,Never been married,Self-employed,1,Other,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,1,1,1,5,1,1,5,5,5,5,4,5,4,37,Female,White/Caucasian,4,Living with partner,Employed for wages,3,Protestant (Baptist Methodist Non-denominational etc.),4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,5,5,5,1,5,5,5,5,5,3,3,4,5,5,5,1,1,5,4,4,2,1.5,5,2.5,3,1.5,1,4.5,4,3.5,4,2,5,5.5,4.5,5,3.5,5.5,5,5,6,2,5.5,6,6,5.5,5.5,6,3,1,2.5,2,6,2,6,3.5,3,3.5,3.5,3,3.5,4,3.5,4,3,1,2.5,5,5,4.5,4.5,3,3,4,4,1,1,4,5,5,5,1,1,5,5,5,1,1,4,2,2,1,1,3,4,3,5,3,6,5,4,4,4,5,4,6,5,5,4,6,6,4,5,5,4,4,3,4,2,3,4,4,4,4,5,5,4,4,4,4,6,3,2,5,5,5,5,3,3,13,13,6,4,3,2,14,12,9.5,13,20,20,20,20,19,20,11,9,1,1,1,0,1,6,1,2,1,0,0,0,1,1,0,4,1,1,1,1
400,20180828-182632_141,other,cre,cre,cre,log,other,emo,emo,emo,emo,0,1,A25VJ8B2GXCL5C,0,0.5,1,1,A3FXXVWB4808XQ,2,1,45,Male,White/Caucasian,3,Divorced,Out of work and looking for work,11,Other,5,5,3,3,3,4,4,4,4,4,5,4,4,4,4,2,2,2,2,4,1,2,3,2,4,1,3,3,3,35,Female,White/Caucasian,3,Married,Employed for wages,5,Other,2,5,4,4,5,4,5,5,5,5,4,3,3,2,4,1,1,1,1,4,1,1,4,3,3,1,5,5,5,2,3,3,3,3,3,4,4,2,2,3,4,4,2,2,2,4,4,3,4,4,4,3,4,2,4,5,2,3,3,5,3,5,5,2,4,5,4,2,5,4,2,2,5,2,2,3,5,4,3,5,4,5,2,3,4,3,4,2,3,3,2,4,4,2,3,3,4,1.5,1.5,3.5,2.5,2.5,4.5,3.5,3,4,4.5,4.5,2,1.5,2.5,4,4,3,2.5,4,5,3.5,5,1.5,2.5,3.5,1,3,4,3.5,4.5,4,5,5,5.5,3.5,3,5,6,4,1,5.5,6,3,2.5,5.5,6,5,5.5,5,3,5,4,2.5,2,2,5.5,1.5,2,4,2.5,4.5,4.5,3.5,2,7,3,2,3.5,13,11,13,16,7,9.5,13,17,16,20,16,12,12,8,4,3,1,0,0,2,1,3,1,0,0,0,5,0,0,0,1,1,1,1
401,20180828-183321_46,other,cre,emo,emo,log,other,emo,other,other,other,0,1,AJE2GXXF7UMBN,0,0.25,1,1,A1PVWZ8ZYJHCOJ,0,0,53,Female,White/Caucasian,3,Married,Employed for wages,7,Protestant (Baptist Methodist Non-denominational etc.),2,5,5,5,5,5,5,5,4,3,5,4,4,4,4,2,4,2,3,5,1,2,1,3,3,2,5,5,5,76,Male,White/Caucasian,6,Divorced,Retired,2,Roman Catholic,5,3,2,3,1,1,2,2,1,1,3,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,5,5,2,1,4.666666667,5,5,5,1,1,4.333333333,4,4.333333333,1,1,3,1.333333333,3.666666667,1.333333333,1,3.666666667,3.333333333,2.333333333,4.333333333,2,5.666666667,6,5.333333333,4.666666667,6,5.666666667,4.333333333,5.666666667,6,6,4.666666667,6,6,5.666666667,6,5,5,4,5,3.333333333,6,5.666666667,4.666666667,5.666666667,6,6,6,5,2,1,2,2.333333333,5.666666667,1,4,5,5,4.666666667,4.333333333,3,2.666666667,1,1,1,5,4.733333333,3,4,4,2.2,2.066666667,2,1.933333333,2,2.866666667,4,4.066666667,1.866666667,1.8,1,1.933333333,4,4.266666667,2,4,1.933333333,6,6,1,1,1,6,1,6,6,3.733333333,6,6,6,1,4.266666667,6,1,1,6,1,1,1,6,1,1,6,6,6,5.933333333,1,1,1,1,2,3.2,3.4,2,2,2,3.866666667,3.866666667,13,6.733333333,6.333333333,-6.733333333,4.333333333,2.533333333,11.66666667,12.33333333,10.66666667,-0.933333333,20,7,17,6,16,4,16,14,3,1,1,0,0,6,1,0,0,0,0,0,9,0,0,0,2,1,6,4
402,20180828-185320_572,other,pro,pro,log,task,other,other,other,log,task,0,1,A20LZN9TNA6VPB,0,0,0,1,A2VN9PF50ZB09W,0.5,1,22,Male,Native American/American Indian,3,Never been married,Employed for wages,4,Agnostic,4,2,1,3,1,1,3,3,2,3,3,3,3,3,4,3,2,2,2,3,1,1,1,1,1,1,4,4,4,52,Female,White/Caucasian,3,Divorced,Employed for wages,5,Other,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4,1,1,5,5,5,1,5,5,5,4,4,4,2,2,4,5,5,2,2,5,4,4,2,2,4,2,2,2,2,4,4,3,4,1,5,4,2,2,5,5,4,5,5,1,3,5,6,4,6,6,5,1,6,5,4,1,6,5,5,6,6,6,6,6,5,4,5,2,4,5,3,4,4,2,2,5,5,3,2,3,5,5,5,1,1,5,5,5,1,1,5,1,1,1,1,5,5,4,5,1,6,6,4,5,6,6,1,6,6,6,6,6,6,5,6,5,5,6,6,6,5,4,6,6,6,6,6,6,6,6,6,4,6,2,5,5,5,5,5,5,5,10,13,8,8,4,-1,14,18,9,13,6,20,11,20,13,20,12,8,0,0,2,2,2,4,1,0,0,0,0,0,1,0,0,8,1,1,1,1
403,20180828-185546_199,other,other,other,cre,emo,emo,task,other,log,emo,0,1,A3E5BQ510YTWBP,0,0,0,1,A1OP4BATW0TUUG,0,0,20,Female,White/Caucasian,3,Never been married,Employed for wages,10,Jewish,3,4,5,4,4,5,5,5,5,5,4,4,4,4,4,2,2,2,2,3,1,1,3,3,3,1,4,4,4,29,Male,Asian/Asian American,4,Never been married,Employed for wages,4,Agnostic,3,4,4,4,4,4,4,3,3,3,5,4,4,4,4,1,2,2,2,4,1,1,3,3,3,1,3,3,3,4,4,2,1,5,4,5,4,2,5,5,3,4,5,2,3,5,5,2,2,3,4,4,4,2,6,5,1,1,2,2,1,6,6,1,2,6,5,4,6,6,1,2,2,2,5,1,6,2,4,6,6,6,5,6,6,6,6,2,1,4,3,5,5,2,3,4.5,4,3.5,2,2,5,5,4.5,1,1,4,3,3,2.5,1.5,5,1.5,1.5,1,1.5,4.5,4,3,5,2,6,6,1,1,1,6,1,6,6,1,4.5,6,6,2,6,6,1,1,4.5,3,1,1,6,2.5,1,6,6,5.5,5,4.5,4,2.5,4,1,3,4,4,5,5,1.5,1.5,6,12.5,4,8,11,0.5,13,14.5,5,6,18,16,20,13,16,16,11,11,3,1,1,0,1,4,2,0,1,0,0,0,5,1,0,1,1,1,1,1
404,20180828-185623_74,other,log,cre,cre,log,cre,cre,cre,cre,cre,0,1,AWJS64YIDUZ2L,0,0,0,1,A2TSXSBVM3TS82,0,0,31,Male,White/Caucasian,4,Never been married,Employed for wages,4,Protestant (Baptist Methodist Non-denominational etc.),3,4,2,3,2,3,3,3,3,2,4,3,3,4,2,4,3,3,3,1,1,1,1,1,2,1,2,3,3,31,Male,White/Caucasian,4,Never been married,Self-employed,3,Agnostic,4,2,4,4,2,4,3,4,2,2,2,1,2,4,1,1,2,5,1,1,3,1,2,1,1,1,5,5,5,3.833333333,3.166666667,3,2.833333333,3.666666667,3.5,3.666666667,3,3,2,4.166666667,4,4,3,1.5,4.666666667,1.333333333,2.333333333,1,1,5,3.833333333,4.166666667,4,2,3.833333333,5.166666667,3.166666667,3,3,3.5,2,3.833333333,5.5,1.333333333,4.666666667,5,6,4,4.833333333,5.833333333,4.333333333,3.833333333,5.166666667,3.333333333,3.833333333,4.333333333,6,3,3.5,3.166666667,5.666666667,4.666666667,4.333333333,3,3,2.166666667,3,1.666666667,3.666666667,3.833333333,3.833333333,4,4,2,2.166666667,4.5,4,4.5,1,2,5,5,4,1,1,4,3,4,5,3,4,2,4,1,1.5,4,5,3,4.5,1,5.5,6,1,1,6,6,1,6,6,1,6,4.5,6,3,6,4.5,2.5,4.5,1,2,6,1,6,1,1,5,5.5,6,5.5,3.5,5,3.5,2,1,4,5,4,5,5,2,2.5,5.166666667,12,3.5,10,1,4.5,15,15.5,7.666666667,3,10,14,11,11,12,8,14,10,0,7,2,0,0,2,0,1,0,0,0,0,7,1,0,2,5,1,1,1
