,B2,V1,V11,V2,V12,V3,V13,V4,V14,V5,V15,V6,V16,V7,V17,V8,V18,V9,V19,V10,V20,bad,complete,subject_a,role_a,donation_a,donate_a,role_p,subject_p,donation_p,donate_p,age_a,gender_a,race_a,edu_a,marital_a,employment_a,income_a,religion_a,ideology_a,pt_overall_a,pt_competence1_a,pt_competence2_a,pt_competence3_a,pt_competence4_a,pt_warmth1_a,pt_warmth2_a,pt_warmth3_a,pt_warmth4_a,pt_engagement_a,pt_as1_a,pt_as2_a,pt_as3_a,pt_as4_a,pt_defensive1_a,pt_defensive2_a,pt_defensive3_a,pt_defensive4_a,pt_defensive5_a,angry_a,guilty_a,enthusiastic_a,proud_a,inspired_a,ashamed_a,moral1_a,moral2_a,moral3_a,age_p,gender_p,race_p,edu_p,marital_p,employment_p,income_p,religion_p,ideology_p,pt_overall_p,pt_competence1_p,pt_competence2_p,pt_competence3_p,pt_competence4_p,pt_warmth1_p,pt_warmth2_p,pt_warmth3_p,pt_warmth4_p,pt_engagement_p,pt_as1_p,pt_as2_p,pt_as3_p,pt_as4_p,pt_defensive1_p,pt_defensive2_p,pt_defensive3_p,pt_defensive4_p,pt_defensive5_p,angry_p,guilty_p,enthusiastic_p,proud_p,inspired_p,ashamed_p,moral1_p,moral2_p,moral3_p,bf_extrovert1_a,bf_extrovert2_a,bf_extrovert3_a,bf_extrovert4_a,bf_extrovert5_a,bf_agreeable1_a,bf_agreeable2_a,bf_agreeable3_a,bf_agreeable4_a,bf_agreeable5_a,bf_conscientious1_a,bf_conscientious2_a,bf_conscientious3_a,bf_conscientious4_a,bf_conscientious5_a,bf_neurotic1_a,bf_neurotic2_a,bf_neurotic3_a,bf_neurotic4_a,bf_neurotic5_a,bf_open1_a,bf_open2_a,bf_open3_a,bf_open4_a,bf_open5_a,mf_care1_a,mf_fair1_a,mf_loyalty1_a,mf_authority1_a,mf_purity1_a,mf_care2_a,mf_authority2_a,mf_care3_a,mf_fair2_a,mf_purity2_a,mf_free1_a,mf_care4_a,mf_fair3_a,mf_authority3_a,mf_unused_a,mf_fair4_a,mf_loyalty2_a,mf_authority4_a,mf_care5_a,mf_loyalty3_a,mf_authority5_a,mf_purity3_a,mf_free2_a,pv_conform_a,pv_tradition_a,pv_benevolence_a,pv_universalism_a,pv_self_direction_a,pv_stimulation_a,pv_hedonism_a,pv_achievement_a,pv_power_a,pv_security_a,ssi1_a,ssi3_a,ssi6_a,ssi8_a,ds_rational1_a,ds_rational2_a,ds_intuitive1_a,ds_intuitive2_a,bf_extrovert1_p,bf_extrovert2_p,bf_extrovert3_p,bf_extrovert4_p,bf_extrovert5_p,bf_agreeable1_p,bf_agreeable2_p,bf_agreeable3_p,bf_agreeable4_p,bf_agreeable5_p,bf_conscientious1_p,bf_conscientious2_p,bf_conscientious3_p,bf_conscientious4_p,bf_conscientious5_p,bf_neurotic1_p,bf_neurotic2_p,bf_neurotic3_p,bf_neurotic4_p,bf_neurotic5_p,bf_open1_p,bf_open2_p,bf_open3_p,bf_open4_p,bf_open5_p,mf_care1_p,mf_fair1_p,mf_loyalty1_p,mf_authority1_p,mf_purity1_p,mf_care2_p,mf_authority2_p,mf_care3_p,mf_fair2_p,mf_purity2_p,mf_free1_p,mf_care4_p,mf_fair3_p,mf_authority3_p,mf_unused_p,mf_fair4_p,mf_loyalty2_p,mf_authority4_p,mf_care5_p,mf_loyalty3_p,mf_authority5_p,mf_purity3_p,mf_free2_p,pv_conform_p,pv_tradition_p,pv_benevolence_p,pv_universalism_p,pv_self_direction_p,pv_stimulation_p,pv_hedonism_p,pv_achievement_p,pv_power_p,pv_security_p,ssi1_p,ssi3_p,ssi6_p,ssi8_p,ds_rational1_p,ds_rational2_p,ds_intuitive1_p,ds_intuitive2_p,bf_agreeable_a,bf_agreeable_p,bf_extrovert_a,bf_extrovert_p,bf_neurotic_a,bf_neurotic_p,bf_open_a,bf_open_p,bf_conscientious_a,bf_conscientious_p,pt_competence_a,pt_competence_p,pt_warmth_a,pt_warmth_p,pt_as_a,pt_as_p,pt_defensive_a,pt_defensive_p,E2_a,L1_a,L3_a,P1_a,TF_a,other_a,A1_p,A3_p,A5_p,A6_p,A11_p,A12_p,A16_p,A17_p,A18_p,A19_p,visit_a,trial_a,visit_p,trial_p
493,20180903-135612_884,other,providep,other,offtask,cre,providep,pro,providep,other,agree,cre,providep,emo,providep,cre,agree,emo,agree,log,agree,0,1,A3S67QA0SQVPUJ,0,0,0,1,A21Y7K669KM1PR,1,1,36,Male,Black/African American,4,Never been married,Employed for wages,6,Atheist,4,4,4,5,5,4,5,5,4,5,5,4,3,4,5,1,1,1,1,4,1,1,3,1,1,1,4,4,4,49,Female,White/Caucasian,4,Married,Out of work and looking for work,10,Protestant (Baptist Methodist Non-denominational etc.),2,5,5,4,4,4,5,5,4,4,5,4,4,4,5,2,1,1,1,4,1,1,3,3,3,1,4,4,4,4,4,4,2,5,5,5,4,2,1,5,4,5,2,1,4.5,2,4,1,2,4,2,2,5,3,4,3.5,1,2,2,4,1,5,4.5,1,2,3,5,3.5,6,2,1,2,3,1,3,1,5,2.5,1,5.5,6,5.5,4.5,3,4,4,5,1,4.5,5,4.5,5,5,1,1,5,4.5,4,1,3,5,5,5,1,1,5,4,4,1,1,4,3,4,1,2,3.5,4.5,4.5,3.5,2,5.5,3,3.5,5,6,4,5,5.5,3.5,6,4,4.5,2,6,6,3,5,4,6,3.5,3.5,6,1.5,5,6,5,2.5,4.5,4.5,2.5,3.5,4,5,2,3,5,2,4,4,4,4,11,13,5,9.5,4.5,6,10,14,11,11,18,17,19,18,16,17,8,9,2,3,1,1,0,3,0,0,4,0,0,0,5,0,0,1,1,1,2,2
509,20180903-150559_933,other,providep,other,providep,other,providep,other,providep,other,positive,cre,agree,other,asktask,other,offtask,emo,providep,other,providep,0,1,A1FVCMGXK85014,0,0,0,1,A1PVWZ8ZYJHCOJ,0,0,31,Male,White/Caucasian,6,Married,Employed for wages,5,Roman Catholic,4,5,3,3,3,3,3,3,3,3,5,4,4,4,4,1,1,1,1,4,2,1,3,3,3,1,4,4,4,76,Male,White/Caucasian,6,Divorced,Retired,2,Roman Catholic,5,1,1,3,1,1,1,1,1,1,3,1,1,1,1,3,3,3,5,1,1,1,1,1,1,1,1,1,1,4,4.037037037,1.333333333,1.259259259,1.37037037,4,4,3.851851852,1.111111111,1.296296296,4,4,3.814814815,1.185185185,1.148148148,3.962962963,1.185185185,1.185185185,1.185185185,1.148148148,3.962962963,4.037037037,3.037037037,4,2.185185185,3.296296296,3.703703704,3.851851852,3.740740741,3.814814815,3.666666667,3.481481481,3.592592593,3.851851852,4.259259259,3.925925926,3.925925926,4.666666667,4.62962963,4.444444444,4.296296296,4.592592593,4.592592593,4.407407407,4.407407407,4.37037037,4.555555556,4.444444444,4.148148148,3.740740741,3.259259259,3.296296296,3.333333333,3.407407407,3.222222222,3.185185185,3.148148148,3.259259259,2,2,2,4.074074074,4,4,3.962962963,3.962962963,1,1,1,5,4.733333333,3,4,4,2.2,2.066666667,2,1.933333333,2,2.866666667,4,4.066666667,1.866666667,1.8,1,1.933333333,4,4.266666667,2,4,1.933333333,6,6,1,1,1,6,1,6,6,3.733333333,6,6,6,1,4.266666667,6,1,1,6,1,1,1,6,1,1,6,6,6,5.933333333,1,1,1,1,2,3.2,3.4,2,2,2,3.866666667,3.866666667,9.444444444,6.733333333,6.740740741,-6.733333333,0.740740741,2.533333333,12.85185185,12.33333333,9.481481481,-0.933333333,12,6,12,4,16,4,8,15,1,1,0,0,0,8,0,1,1,0,0,0,6,1,0,1,16,13,6,6
512,20180903-152549_306,other,providep,other,asktask,emo,agree,cre,asktask,other,asktask,cre,asktask,emo,offtask,cre,offtask,emo,agree,other,agree,0,1,A1FVCMGXK85014,0,0,0,1,A2YTQDLACTLIBA,0.03,1,32,Male,White/Caucasian,6,Married,Employed for wages,5,Roman Catholic,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,2,2,2,4,1,1,4,4,4,2,4,4,4,63,Female,White/Caucasian,5,Never been married,Employed for wages,5,Agnostic,4,4,4,4,4,4,4,4,3,3,5,4,4,4,4,1,1,1,1,4,1,1,5,5,5,1,3,3,3,4,4.037037037,1.333333333,1.259259259,1.37037037,4,4,3.851851852,1.111111111,1.296296296,4,4,3.814814815,1.185185185,1.148148148,3.962962963,1.185185185,1.185185185,1.185185185,1.148148148,3.962962963,4.037037037,3.037037037,4,2.185185185,3.296296296,3.703703704,3.851851852,3.740740741,3.814814815,3.666666667,3.481481481,3.592592593,3.851851852,4.259259259,3.925925926,3.925925926,4.666666667,4.62962963,4.444444444,4.296296296,4.592592593,4.592592593,4.407407407,4.407407407,4.37037037,4.555555556,4.444444444,4.148148148,3.740740741,3.259259259,3.296296296,3.333333333,3.407407407,3.222222222,3.185185185,3.148148148,3.259259259,2,2,2,4.074074074,4,4,3.962962963,3.962962963,5,5,3,2,4.333333333,5,4.833333333,4.833333333,2.166666667,1.666666667,5,5,5,1,1,5,1,1.166666667,1,1,5,5,2.666666667,5,1,5.333333333,5.5,3.5,3.333333333,3,5.5,2.5,5.666666667,5.833333333,2.5,6,6,6,2.166666667,6,6,2.666666667,1,5,2,2.166666667,3.5,6,5,2,4.333333333,5.333333333,5.5,4.666666667,4.666666667,3.166666667,3,4.833333333,1.666666667,3,4.5,3.5,5,5,3.166666667,3.166666667,9.444444444,10.83333333,6.740740741,6.666666667,0.740740741,-0.833333333,12.85185185,16.66666667,9.481481481,13,20,16,20,14,16,16,12,8,3,3,0,0,0,4,0,4,3,0,0,0,1,0,0,2,16,14,3,2
537,20180903-173114_499,other,providep,cre,providep,cre,providep,log,providep,other,providep,emo,providep,emo,providep,other,providep,emo,providep,log,providep,0,1,ATCD6QH1YV8RL,0,0.3,1,1,A1DNJ3C38BJ0MJ,0.3,1,25,Female,White/Caucasian,4,Never been married,Employed for wages,5,Protestant (Baptist Methodist Non-denominational etc.),2,4,4,4,4,4,5,5,4,4,4,3,3,4,4,1,1,1,1,3,1,1,1,4,3,1,4,4,4,61,Female,White/Caucasian,3,Married,Employed for wages,11,Roman Catholic,2,3,5,5,5,5,3,3,4,5,4,3,3,4,4,2,1,1,1,3,1,1,3,3,4,1,4,4,5,4,4,2,1,4,4,5,5,1,2,5,3,4,4,2,2,4,4,3,4,5,4,3,5,1,3,5,2,5,1,3,2,5,5,1,5,2,4,6,6,4,4,4,2,2,5,1,5,3,5,5,4,6,6,5,5,6,6,2,2,2,1,4,4,4,2,4.217391304,4.130434783,3.434782609,1.956521739,2.217391304,4.782608696,4.260869565,3.739130435,1.347826087,1.217391304,4.956521739,4.608695652,2.565217391,1.47826087,1.086956522,4.913043478,1.347826087,1.52173913,1.347826087,1.217391304,5,4.608695652,1.391304348,3.826086957,1.173913043,4,3.956521739,5.260869565,5.434782609,5.782608696,4.652173913,5.304347826,4.739130435,4.869565217,5.956521739,4.52173913,4.608695652,5.173913043,5.739130435,5.347826087,5.260869565,5.043478261,5.347826087,4.913043478,5.47826087,5.608695652,5.565217391,4.304347826,5.47826087,5.043478261,5.52173913,5.304347826,4.826086957,4.869565217,4.913043478,5.739130435,5.130434783,4.782608696,2.608695652,2,3.652173913,4.608695652,4.347826087,3.52173913,3.391304348,4.391304348,11,10.2173913,5,7.608695652,13,0.52173913,16,13.65217391,6,9.565217391,16,20,18,15,14,14,7,8,3,2,2,0,0,3,0,0,0,0,0,0,10,0,0,0,1,1,12,10
573,20180904-052026_52,other,providep,other,agree,other,offtask,other,asktask,cre,offtask,cre,providep,emo,positive,cre,asktask,other,agree,log,asktask,0,1,A1FVCMGXK85014,0,0,0,1,A3OPXHRV87Y65O,1.5,1,31,Male,White/Caucasian,6,Married,Employed for wages,5,Roman Catholic,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,1,1,1,4,1,1,4,4,4,1,4,4,4,36,Male,White/Caucasian,4,Living with partner,Employed for wages,9,Agnostic,4,4,3,3,3,3,3,4,3,4,4,4,4,5,4,1,1,3,1,4,1,2,4,4,4,2,4,4,4,4,4.037037037,1.333333333,1.259259259,1.37037037,4,4,3.851851852,1.111111111,1.296296296,4,4,3.814814815,1.185185185,1.148148148,3.962962963,1.185185185,1.185185185,1.185185185,1.148148148,3.962962963,4.037037037,3.037037037,4,2.185185185,3.296296296,3.703703704,3.851851852,3.740740741,3.814814815,3.666666667,3.481481481,3.592592593,3.851851852,4.259259259,3.925925926,3.925925926,4.666666667,4.62962963,4.444444444,4.296296296,4.592592593,4.592592593,4.407407407,4.407407407,4.37037037,4.555555556,4.444444444,4.148148148,3.740740741,3.259259259,3.296296296,3.333333333,3.407407407,3.222222222,3.185185185,3.148148148,3.259259259,2,2,2,4.074074074,4,4,3.962962963,3.962962963,4,4,5,2,1,4,3,3,2,2,3,3,4,3,2,4,1,2,1,1,3,3,4,4,2,4,4,4,3,2,4,4,5,5,1,5,4,5,4,6,4,2,2,2,3,2,2,6,2,2,4,5,4,4,4,4,4,3,2,3,4,2,4,4,3,2,9.444444444,6,6.740740741,10,0.740740741,1,12.85185185,12,9.481481481,5,20,12,20,14,16,17,8,10,1,3,2,0,0,5,0,3,3,0,0,0,2,1,0,2,16,15,1,1
604,20180828-145511_480,pro,providep,other,agree,cre,offtask,task,providep,other,offtask,other,offtask,log,providep,emo,providep,cre,providep,other,positive,0,1,A302K8B1H9ISJA,0,0,0,1,AFUEPYL1FF15Y,0.25,1,42,Male,White/Caucasian,4,Married,Employed for wages,9,Roman Catholic,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,1,1,5,1,1,4,4,5,5,5,5,5,37,Female,White/Caucasian,6,Married,Self-employed,7,Agnostic,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,1,2,2,3,3,1,1,1,1,1,1,1,3,4,4.6,4.6,3.8,1,1.8,4.3,4.8,4.8,1,1,4.6,4.4,4.6,1.6,1,4,1.3,1,1,1,4.3,4.4,4.5,3.9,1.4,5.9,5.8,2.5,3.1,2.1,5.9,2,6,6,2,5.8,5.9,5.7,4.8,5.4,5.2,4.4,1,6,5.4,1,1,6,5.2,4.7,5.5,5.8,5.7,4.9,5.2,5.6,5.6,5.1,1,3.7,4.2,4.3,4.8,4.5,2.4,2.2,2,2,1,1,5,4,5,5,1,1,5,5,5,2,1,2,3,4,2,4,3,3,2,4,2,5,5,4,2,4,5,2,6,5,2,4,6,6,3,6,4,4,3,3,2,4,2,4,1,3,5,5,6,4,3,2,3,3,2,4,2,1,3,4,3,3,11.9,12,10.2,-1,0.3,11,15.7,10,11,12,20,12,20,12,19,14,9,11,1,2,1,1,1,4,0,0,1,0,0,0,5,1,0,3,7,1,1,1
605,20180828-150047_923,pro,providep,log,providep,emo,providep,emo,providep,log,agree,other,offtask,log,agree,other,offtask,emo,agree,other,offtask,0,1,A1PF01FF85HUY4,0,0,0,1,AG430TVZD4313,1,1,34,Male,White/Caucasian,4,Living with partner,Employed for wages,10,Atheist,2,3,3,2,3,3,4,5,4,4,5,2,3,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,18,Female,Black/African American,2,Never been married,Self-employed,10,Other,2,3,4,4,4,4,3,4,3,4,5,4,4,5,4,1,4,4,1,1,2,1,2,2,2,1,5,5,5,5,4,3,2,3.5,3.5,3,4,2,2,5,5,5,1,1,5,1,1.5,1,1,4,4.5,3,3,1,3,5,1.5,1.5,1,1,1.5,2,6,3.5,6,2.5,6,5,6,3,2,1,1,1.5,4.5,1,6,3.5,1.5,4,6,6,4.5,4,4,4,5.5,2,5,5,5,5,5,1,1,2,2,3,3,4,3,5,3,3,1,5,5,4,1,1,2,5,5,3,3,5,3,3,4,2,6,6,2,6,6,6,2,6,6,6,6,6,6,6,6,4,1,4,3,3,4,6,4,6,6,6,6,5,6,6,6,6,6,2,3,3,2,5,5,3,2,6.5,7,6.5,0,-0.5,14,13.5,13,13,12,11,16,17,14,7,17,5,11,3,0,3,1,0,3,0,0,3,0,0,0,4,0,0,3,2,1,1,1
610,20180828-180205_798,pro,providep,cre,asktask,cre,asktask,other,providep,pro,providep,cre,providep,cre,agree,task,providep,task,providep,log,providep,0,1,AO75QMMJUK1OD,0,0.3,1,1,A1DNJ3C38BJ0MJ,0.3,1,35,Female,White/Caucasian,2,Married,A homemaker,6,Protestant (Baptist Methodist Non-denominational etc.),4,5,5,3,3,4,5,5,5,5,4,4,4,3,4,1,1,1,1,3,1,1,3,3,3,1,4,5,5,61,Female,White/Caucasian,3,Married,Employed for wages,11,Roman Catholic,2,4,5,5,5,5,4,5,5,4,5,4,5,4,5,1,1,1,1,5,1,1,4,5,5,1,4,5,5,5,4,4,1,2,5,5,5,1,1,5,4,5,2,1,4,2,4,2,1,2,5,2,4,1,5,5,2,2,2,5,1,6,6,2,5,5,5,4,6,4,2,2,2,2,2,2,5,2,4,6,6,5,4,4,2,4,4,1,4,4,2,4,5,2,2,4.217391304,4.130434783,3.434782609,1.956521739,2.217391304,4.782608696,4.260869565,3.739130435,1.347826087,1.217391304,4.956521739,4.608695652,2.565217391,1.47826087,1.086956522,4.913043478,1.347826087,1.52173913,1.347826087,1.217391304,5,4.608695652,1.391304348,3.826086957,1.173913043,4,3.956521739,5.260869565,5.434782609,5.782608696,4.652173913,5.304347826,4.739130435,4.869565217,5.956521739,4.52173913,4.608695652,5.173913043,5.739130435,5.347826087,5.260869565,5.043478261,5.347826087,4.913043478,5.47826087,5.608695652,5.565217391,4.304347826,5.47826087,5.043478261,5.52173913,5.304347826,4.826086957,4.869565217,4.913043478,5.739130435,5.130434783,4.782608696,2.608695652,2,3.652173913,4.608695652,4.347826087,3.52173913,3.391304348,4.391304348,13,10.2173913,10,7.608695652,5,0.52173913,12,13.65217391,11,9.565217391,15,20,20,18,15,18,7,9,0,4,1,2,2,2,0,2,1,0,0,0,7,0,0,1,1,1,12,4
618,20180828-230057_631,pro,providep,cre,providep,other,providep,emo,offtask,emo,providep,emo,providep,emo,offtask,emo,providep,emo,offtask,task,providep,0,1,A1ZE0MLGKWQLM8,0,0,0,1,A17VJGXGBNEL9E,0,0,23,Female,Asian/Asian American,4,Never been married,Employed for wages,6,Agnostic,5,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,5,5,5,44,Male,White/Caucasian,3,Married,Unable to work,4,Roman Catholic,2,3,2,2,2,2,2,3,2,3,4,2,2,3,2,2,4,4,2,1,1,1,2,2,1,1,1,1,3,5,5,4,2,5,5,5,5,1,1,5,4,4,1,1,5,1,1,1,1,5,5,3,5,1,6,6,1,1,1,6,1,6,6,1,2,6,6,3,6,4,2,1,6,1,1,1,6,1,1,6,6,6,6,4,5,6,6,1,5,5,2,5,5,4,2,5,4.5,5,1,1,3.5,3.5,3,1.5,2.5,1,4,1,5,4.5,4,2,2.5,2,3,5,1,4.5,2.5,3,3,1,4.5,5,5,3.5,5,4,1,5.5,3,2.5,2,5,5.5,3,6,4,3,5,5,4,5,4,6,4.5,1,2.5,3.5,6,2.5,3.5,6,1,4,2.5,3,2,2,4.5,3.5,13,6,7,12.5,-1,5.5,17,10,11,-3.5,6,8,4,10,4,9,5,13,6,1,0,1,1,1,0,0,0,0,0,0,7,0,0,3,1,1,1,1
622,20180829-141003_666,pro,providep,emo,agree,pro,providep,emo,providep,emo,providep,emo,providep,emo,providep,emo,providep,emo,asktask,log,positive,0,1,A2LXXG4SNGUTHW,0,0.3,1,1,AVXBB6SYGNDV6,2,1,35,Male,White/Caucasian,4,Never been married,Employed for wages,4,Atheist,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,1,3,4,4,1,1,4,4,34,Male,White/Caucasian,3,Married,Employed for wages,11,Protestant (Baptist Methodist Non-denominational etc.),2,4,4,4,3,4,4,5,5,5,4,4,4,5,4,4,2,2,2,4,1,1,3,3,4,1,3,3,4,4,4,4.333333333,2.666666667,2.666666667,4.666666667,2.666666667,2.666666667,2,2.666666667,4.333333333,4.666666667,5,1.333333333,1,4,4,2.666666667,1.666666667,4,2.666666667,4.666666667,4,4.666666667,1.333333333,4.666666667,5,2,4.666666667,5,4.666666667,4.333333333,5.333333333,5.666666667,1.333333333,5.333333333,4.666666667,6,5.666666667,6,5.333333333,1,5,2.333333333,1.666666667,1,5,6,5.333333333,3,5,6,6,3,4.333333333,5,5,5.666666667,2,3.333333333,4,4,4,4,4,2.666666667,2,1,2,2,5,1,2,4,3,5,2,4,4,5,3,4,2,3,3,2,4,5,3,4,2,3,2,5,2,6,5,5,4,3,6,5,2,4,6,6,5,3,6,1,4,6,4,3,3,5,5,3,5,6,6,5,4,5,2,1,1,3,5,5,2,2,5.333333333,-1,7,-2,8.333333333,6,14.66666667,14,11.66666667,2,16,15,16,19,16,17,8,14,7,0,1,2,0,0,0,1,1,0,0,0,7,1,0,0,1,1,1,1
626,20180830-200148_992,pro,providep,emo,providep,other,providep,cre,providep,emo,asktask,log,asktask,pro,providep,log,providep,log,agree,other,providep,0,1,A2N962G55T9MOB,0,0.5,1,1,A1YEHB75UAOOX9,0,0,37,Female,White/Caucasian,4,Married,Employed for wages,3,Protestant (Baptist Methodist Non-denominational etc.),1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,1,2,2,1,5,5,5,20,Female,Black/African American,3,Never been married,A student,1,Other,2,4,3,4,3,3,5,4,3,3,3,1,4,5,5,1,1,5,1,5,1,3,4,2,3,2,3,3,3,5,3.6,3.1,2.8,2.7,5,5,5,1.8,1,4.5,2.2,4.2,2.6,3.2,1.5,2.2,4.2,1,1.5,4.6,5,1,4.7,1.2,6,4.4,4.1,5.8,6,5.6,6,6,3.9,6,1.6,6,6,6,6,6,4.1,6,6,6,6,6,1,6,6,6,6,6,1.1,1,1.2,2,6,1.1,5,5,5,4,4,4,4,4,4,2,2,5,5,5,5,1,1,5,5,5,4,3,2,5,5,3,4,5,5,2,5,1,6,6,3,3,5,6,3,6,6,6,6,6,6,5,3,5,2,6,6,1,4,4,6,6,5,6,6,6,6,6,4,5,6,1,5,5,3,5,5,5,4,12.2,13,6.2,3,7.4,15,14.1,16,5.1,8,20,13,20,15,20,15,9,13,2,1,3,2,0,2,0,2,1,0,0,0,7,0,0,0,8,4,1,1
632,20180901-045936_842,pro,providep,cre,agree,other,agree,other,offtask,emo,providep,other,providep,emo,providep,other,providep,other,offtask,other,providep,0,1,A3NBT0WBUQ1AJ4,0,2,1,1,A3PE20PVSRKCLA,2,1,37,Male,White/Caucasian,6,Married,Employed for wages,12,Agnostic,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,1,5,5,5,1,3,3,3,61,Female,White/Caucasian,2,Married,Retired,9,Protestant (Baptist Methodist Non-denominational etc.),2,3,4,4,5,3,4,5,4,5,4,4,3,4,5,1,1,1,3,3,1,1,2,2,3,1,4,3,5,4,3.5,4,2.25,3,4.25,3.75,3.5,2.25,2.25,4.75,4.25,4.5,2.5,1,3,3.25,3.75,2,3,4.25,5,4.25,4.5,1,3.25,4.5,1,1,1.5,3,1,4.75,5.25,1,3.75,4,5.25,1.5,5.75,4.25,1.5,2.75,1.5,2.25,3,1,4.5,5.75,5.75,2,1.75,1,2.5,3.5,1.75,3,4,1.25,4.75,4,2,4,4,2.25,1,2,3.75,1,2,4.5,4.75,4.75,4.5,1,1,1.75,4,5,3.75,1,3.75,2.5,4.5,3.75,2.5,4.5,4.5,2.25,4.75,1,6,6,4,4,5.25,5.5,2.75,6,5.75,3,6,5.25,6,4.25,6,5.75,4,2.75,6,2.5,3.5,3.5,6,4.25,4,5.5,6,4.75,4,3.75,5.25,4,4.75,1.75,3.5,4.75,2.75,4.25,4.5,3,3,7,12,6.25,0.25,9,9.5,17,15,10,6,16,16,16,18,16,16,8,9,2,1,0,1,0,6,0,0,2,0,0,0,6,0,0,2,3,2,3,3
633,20180901-182115_809,pro,providep,emo,providep,pro,providep,other,offtask,other,offtask,cre,asktask,other,agree,pro,providep,other,agree,log,providep,0,1,A197FECF831H95,0,0,0,1,A2XH803LQTVROS,1,1,48,Female,White/Caucasian,3,Married,Employed for wages,11,Protestant (Baptist Methodist Non-denominational etc.),2,5,5,5,5,4,5,5,4,4,5,5,3,4,4,1,1,1,1,1,1,1,2,4,2,1,3,3,3,32,Female,White/Caucasian,4,Married,A homemaker,7,Agnostic,3,2,2,2,2,2,2,1,1,2,4,2,2,1,4,1,1,1,1,1,3,1,2,4,3,1,4,3,3,4.071428571,4,4,2,3.857142857,4,4,4,2,2,4.071428571,5,4,1,1.142857143,4.214285714,1.928571429,2,2,2,3.714285714,4,2,3.285714286,2.142857143,5.142857143,4.714285714,5.285714286,5.928571429,3.928571429,4.714285714,4.071428571,5.714285714,4.071428571,6,2.785714286,4.928571429,4.928571429,6,6,4.785714286,4,4.071428571,4,3.857142857,5,4.285714286,2,5,5.857142857,5.357142857,5.071428571,5.928571429,3.428571429,3.285714286,5.142857143,5.142857143,5.928571429,2.428571429,3.928571429,4.928571429,4.928571429,4,4,2,2,1.133333333,1,1,4.733333333,4.533333333,2.266666667,2.666666667,2.466666667,3.8,2.933333333,5,5,5,1.133333333,1.4,1.666666667,4.466666667,4.466666667,4,4.133333333,2.333333333,2.933333333,2.466666667,2.733333333,2.8,1.933333333,2.6,1.066666667,3.933333333,1.6,2.533333333,2.933333333,3.8,4.466666667,1,4.266666667,2.066666667,4.666666667,4.866666667,5.066666667,4.933333333,1,2.2,1,3.533333333,4.866666667,2.266666667,4.866666667,5.533333333,1.333333333,3.6,5,4.333333333,1.866666667,1.466666667,1.266666667,1.2,4.2,1.466666667,3.6,3.266666667,1.8,5,5,1.2,1.066666667,8,0.666666667,6.214285714,-6.133333333,3.714285714,15.4,10.85714286,7.666666667,10.92857143,12.46666667,19,8,18,6,16,9,5,5,1,1,1,3,0,4,0,1,2,0,0,0,5,0,0,2,6,3,6,2
640,20180903-165952_124,pro,providep,emo,asktask,cre,asktask,emo,asktask,cre,offtask,cre,offtask,emo,providep,other,providep,emo,providep,emo,offtask,0,1,A3779AAVHVT6EQ,0,0.5,1,1,A1QYRXQWOPKHKS,0,0,40,Male,White/Caucasian,6,Married,Employed for wages,12,Protestant (Baptist Methodist Non-denominational etc.),2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,5,5,5,1,5,5,5,38,Female,White/Caucasian,3,Married,A homemaker,7,Protestant (Baptist Methodist Non-denominational etc.),1,4,4,5,5,5,5,4,3,4,4,4,3,4,4,1,4,4,1,4,1,1,2,3,3,1,5,5,5,2,1,2,4,5,3,2,2,4,4,3,4,2,5,2,5,2,2,3,4,4,4,4,2,2,3,5,5,5,6,5,4,5,4,6,6,5,6,6,6,5,2,5,1,2,5,5,6,2,2,4,3,2,4,1,3,3,1,1,3,5,4,4,4,2,2,4,1,2,4,5,2,2,2,4,3,5,4,4,4,1,5,1,1,1,2,2,5,3,2,1,6,6,1,6,6,5,4,6,6,6,4,5,4,6,6,5,4,6,6,4,5,6,1,1,1,3,3,3,2,2,4,4,3,2,3,5,5,5,5,3,4,-1,-1,-4,-2,6,0,12,11,2,8,20,19,20,16,20,15,9,14,5,3,1,1,0,1,0,3,0,0,0,0,4,0,0,3,1,1,1,1
